"OPENMONTH","LOAN_TERM","LOAN_SIZE","AGEINMONTHS","TOTAL_ACCOUNTS","TOTAL_IN_ARREARS"
"202501","5","4001 - 5000",7,6,2
"202503","3","5001 - 6000",1,752,126
"202405","4","3001 - 4000",5,1271,464
"202405","5","4001 - 5000",5,5,3
"202504","7","10000 +",4,450,83
"202410","4","7001 - 8000",4,3497,1461
"202404","6","2001 - 3000",8,144,44
"202409","6","6001 - 7000",7,329,129
"202404","7","9001 - 10000",7,167,47
"202504","5","1001 - 2000",2,2,0
"202402","5","4001 - 5000",4,5,2
"202401","8","9001 - 10000",2,497,70
"202405","4","1001 - 2000",5,344,104
"202407","5","1001 - 2000",5,1,0
"202409","6","6001 - 7000",4,329,116
"202501","4","5001 - 6000",4,772,262
"202401","7","10000 +",1,42,3
"202401","8","10000 +",1,525,38
"202406","6","5001 - 6000",6,618,195
"202410","6","4001 - 5000",2,398,65
"202502","4","5001 - 6000",6,681,241
"202401","6","7001 - 8000",3,2786,796
"202502","5","4001 - 5000",5,6,2
"202411","1","1001 - 2000",1,7684,1009
"202411","2","2001 - 3000",5,118,27
"202507","7","10000 +",1,452,3
"202411","8","5001 - 6000",7,1,0
"202405","7","10000 +",1,140,10
"202410","2","5001 - 6000",4,37,4
"202404","2","4001 - 5000",8,67,14
"202408","1","7001 - 8000",6,670,54
"202407","3","2001 - 3000",2,1016,233
"202405","1","2001 - 3000",4,5205,636
"202404","6",   0 - 1000,3,1,1
"202501","1","3001 - 4000",6,2448,299
"202401","2","4001 - 5000",5,75,13
"202405","7","10000 +",2,140,21
"202501","1","5001 - 6000",7,668,93
"202407","7","8001 - 9000",3,2,0
"202404","5","5001 - 6000",5,1,1
"202405","1","2001 - 3000",6,5205,636
"202411","6","6001 - 7000",2,412,106
"202502","6","3001 - 4000",5,137,39
"202503","2","7001 - 8000",5,74,11
"202412","7","10000 +",3,455,84
"202411","2","1001 - 2000",7,184,46
"202409","2","7001 - 8000",4,83,20
"202408","8","8001 - 9000",4,20,5
"202501","2","7001 - 8000",3,59,9
"202401","2","5001 - 6000",2,22,1
"202502","4",   0 - 1000,2,3,1
General,"6","3001 - 4000",6,3549,1102
"202404","3","7001 - 8000",1,715,80
"202406","6","3001 - 4000",5,298,80
"202409","1","3001 - 4000",7,2394,265
"202406","2",   0 - 1000,3,18,3
"202503","1","3001 - 4000",5,2601,297
"202407","3","1001 - 2000",2,468,88
"202412","5","7001 - 8000",6,11,3
General,"4","4001 - 5000",5,17860,6684
"202411","5","7001 - 8000",4,11,3
"202408","8","8001 - 9000",1,20,2
"202411","4","5001 - 6000",8,1047,508
"202407","1","5001 - 6000",6,532,64
"202405","4","6001 - 7000",4,651,247
"202401","8","10000 +",4,525,156
"202410","4","7001 - 8000",7,3497,1467
"202406","4","5001 - 6000",1,1194,145
"202504","5","6001 - 7000",3,1,0
"202412","2","1001 - 2000",6,183,40
"202408","6","7001 - 8000",5,2725,1005
"202406","3",   0 - 1000,3,11,5
"202402","3","1001 - 2000",1,432,33
"202405","5","4001 - 5000",1,5,0
"202401","5","6001 - 7000",2,1,1
"202407","4","5001 - 6000",4,1261,524
"202407","1","1001 - 2000",5,8255,1070
"202411","1","2001 - 3000",4,6000,858
General,"7","7001 - 8000",7,2,2
General,"4","1001 - 2000",1,4912,394
"202409","5","2001 - 3000",6,1,0
"202403","3","1001 - 2000",4,514,118
"202403","2","2001 - 3000",3,174,32
"202402","5","5001 - 6000",5,1,0
"202404","5","6001 - 7000",2,1,0
General,"2","7001 - 8000",2,1747,320
"202409","7","10000 +",6,231,55
"202406","6","5001 - 6000",2,618,101
"202411","2","4001 - 5000",6,41,11
"202406","8","9001 - 10000",6,465,120
"202409","6","4001 - 5000",6,443,164
"202406","3","3001 - 4000",3,793,210
"202502","1","7001 - 8000",1,868,75
"202502","6","1001 - 2000",2,26,4
"202410","1","6001 - 7000",3,286,36
"202406","1","5001 - 6000",3,430,48
"202410","2","5001 - 6000",5,37,4
"202504","6","7001 - 8000",4,2104,605
"202410","6","5001 - 6000",1,570,47
"202407","3","5001 - 6000",6,518,200
"202407","1","4001 - 5000",2,1199,138
"202401","1","4001 - 5000",6,753,85
General,"8","7001 - 8000",4,3,0
"202407","4","6001 - 7000",7,853,392
"202411","5","6001 - 7000",1,3,1
"202406","6","3001 - 4000",6,298,87
"202405","6","3001 - 4000",4,271,60
"202412","1","4001 - 5000",8,1493,230
"202411","8","8001 - 9000",1,45,6
"202402","6","2001 - 3000",6,128,40
"202502","5","7001 - 8000",1,6,0
"202412","6","10000 +",2,2,0
"202408","2","5001 - 6000",3,31,6
"202406","1","3001 - 4000",7,2309,247
"202403","5","1001 - 2000",2,1,0
"202501","5","3001 - 4000",4,4,1
"202407","4","1001 - 2000",7,332,93
"202404","4","7001 - 8000",5,3681,1319
"202407","4","6001 - 7000",3,853,362
"202409","8","10000 +",8,1343,452
"202401","3","2001 - 3000",5,904,205
"202505","3",   0 - 1000,2,17,2
"202406","6","1001 - 2000",4,50,13
"202402","1","4001 - 5000",4,935,105
"202403","1","6001 - 7000",7,182,18
"202405","2","4001 - 5000",8,68,9
"202403","4","4001 - 5000",6,1375,460
"202503","3","3001 - 4000",3,1170,341
"202503","5","6001 - 7000",4,1,1
"202501","2","2001 - 3000",4,86,16
"202501","1","5001 - 6000",5,668,93
"202501","8","7001 - 8000",1,1,0
"202505","1",   0 - 1000,3,3336,302
"202401","3","6001 - 7000",2,225,69
"202405","6",   0 - 1000,4,1,1
"202404","2","7001 - 8000",2,151,20
"202409","1","6001 - 7000",8,191,23
"202402","4","4001 - 5000",8,1152,400
"202401","6","6001 - 7000",4,308,101
"202408","3","2001 - 3000",7,1021,246
"202410","6","3001 - 4000",1,206,18
"202507","3","4001 - 5000",1,932,54
"202412","4","2001 - 3000",6,710,252
"202404","5","5001 - 6000",8,1,1
"202402","5","2001 - 3000",2,2,0
"202506","5","5001 - 6000",1,3,0
"202408","6","2001 - 3000",7,129,41
"202404","1","6001 - 7000",8,174,14
General,"6",   0 - 1000,1,3,0
General,"2","3001 - 4000",6,1320,242
"202408","2",   0 - 1000,5,12,1
"202406","6","2001 - 3000",2,124,11
"202411","3","7001 - 8000",3,1064,387
"202401","5","1001 - 2000",1,2,0
"202409","5","3001 - 4000",7,2,0
"202401","2","3001 - 4000",4,105,19
"202409","5","6001 - 7000",3,3,0
"202408","4","6001 - 7000",3,856,321
"202403","7","8001 - 9000",8,2,0
"202406","4","2001 - 3000",1,889,69
"202501","2","7001 - 8000",2,59,9
"202404","4","4001 - 5000",5,1308,453
General,"3","2001 - 3000",5,15493,3951
"202402","2","4001 - 5000",1,58,7
"202402","1","2001 - 3000",4,4309,524
"202409","2","4001 - 5000",3,56,6
"202401","6","6001 - 7000",5,308,107
"202412","8","10000 +",2,2645,455
"202401","6","6001 - 7000",2,308,60
"202403","3","7001 - 8000",8,798,218
"202411","8","7001 - 8000",3,1,0
"202410","7","9001 - 10000",6,141,67
"202501","4","5001 - 6000",7,772,267
"202407","7","7001 - 8000",2,1,1
"202409","4","7001 - 8000",5,3425,1360
"202408","2","7001 - 8000",8,130,14
"202411","2","5001 - 6000",1,25,2
"202410","2","3001 - 4000",6,95,18
General,"3","6001 - 7000",2,5166,1653
"202505","8","4001 - 5000",1,1,0
"202501","7","9001 - 10000",3,124,17
"202502","3","5001 - 6000",1,565,90
"202405","1","4001 - 5000",1,1109,120
"202405","4","7001 - 8000",8,3356,1289
General,"6","2001 - 3000",8,1455,435
"202403","5","7001 - 8000",8,15,7
"202405","4","3001 - 4000",7,1271,464
"202501","1","1001 - 2000",2,6989,756
"202401","3","5001 - 6000",1,458,74
"202404","6","3001 - 4000",5,285,71
"202402","8","9001 - 10000",1,438,23
"202503","4","4001 - 5000",3,965,273
"202501","3","5001 - 6000",3,514,150
"202407","3","6001 - 7000",1,298,59
"202408","5","5001 - 6000",5,5,1
"202502","4","2001 - 3000",2,434,89
General,"1","4001 - 5000",4,18740,2087
"202502","1","1001 - 2000",2,7128,748
"202408","8","10000 +",8,1525,543
"202406","2","6001 - 7000",6,19,4
"202404","5","6001 - 7000",4,1,0
"202407","3",   0 - 1000,6,14,4
"202403","4","2001 - 3000",5,939,252
"202412","5","4001 - 5000",3,7,3
"202409","2","2001 - 3000",8,126,27
"202406","1","4001 - 5000",5,1091,105
"202401","8","9001 - 10000",8,497,172
"202409","3","4001 - 5000",8,768,232
"202401","2","4001 - 5000",4,75,13
General,"6","9001 - 10000",6,2,1
"202411","1","7001 - 8000",8,823,100
"202411","3","2001 - 3000",8,1122,376
"202502","1","6001 - 7000",6,267,27
"202405","5","7001 - 8000",1,9,0
"202410","3","4001 - 5000",1,842,123
"202404","8","10000 +",3,1124,212
"202403","4","4001 - 5000",3,1375,428
"202406","3","4001 - 5000",3,817,242
"202412","7","8001 - 9000",5,1,0
"202502","3",   0 - 1000,6,8,2
"202503","4","5001 - 6000",2,932,249
"202402","3",   0 - 1000,6,19,3
"202412","6","2001 - 3000",3,123,31
"202505","3","6001 - 7000",3,322,114
"202505","6","6001 - 7000",1,296,32
General,"6","3001 - 4000",7,3412,1055
"202410","5","6001 - 7000",6,2,1
"202409","2","3001 - 4000",4,95,13
"202402","8","9001 - 10000",4,438,114
"202411","3","6001 - 7000",8,362,156
General,"6","5001 - 6000",2,9722,1915
"202411","1","3001 - 4000",2,2875,380
"202401","6","7001 - 8000",1,2786,280
"202408","2","5001 - 6000",7,31,6
"202408","1","3001 - 4000",3,2538,302
"202405","4",   0 - 1000,8,7,0
"202501","2","4001 - 5000",1,40,6
"202502","2",   0 - 1000,6,9,1
"202502","8","8001 - 9000",6,23,9
"202409","2","1001 - 2000",6,167,25
"202407","2","7001 - 8000",7,93,21
"202401","4",   0 - 1000,8,10,3
"202408","2",   0 - 1000,4,12,1
"202408","3","2001 - 3000",8,1021,246
"202408","1","4001 - 5000",4,1216,130
"202503","2","3001 - 4000",5,66,17
"202405","1","5001 - 6000",5,433,44
"202404","3","7001 - 8000",6,715,178
"202412","3","2001 - 3000",7,1291,373
"202506","8","7001 - 8000",1,3,1
"202403","6","7001 - 8000",8,3201,1197
"202503","2","2001 - 3000",4,88,16
"202403","2","3001 - 4000",7,121,25
"202502","1","4001 - 5000",3,1304,136
"202405","5","6001 - 7000",6,1,0
"202501","5","7001 - 8000",5,10,1
"202401","2","7001 - 8000",5,79,11
"202411","4","2001 - 3000",7,554,222
"202402","3","7001 - 8000",3,639,164
"202409","3","6001 - 7000",1,260,34
"202412","6","5001 - 6000",5,615,226
"202402","8","9001 - 10000",7,438,151
"202501","6","3001 - 4000",5,203,55
"202403","4","5001 - 6000",3,1300,446
"202409","5","2001 - 3000",5,1,0
"202409","7","10000 +",3,231,27
"202401","5","7001 - 8000",1,10,1
"202403","5","7001 - 8000",6,15,7
"202405","1","5001 - 6000",2,433,44
"202412","6","6001 - 7000",4,411,150
"202504","7","9001 - 10000",1,114,4
"202405","6","3001 - 4000",3,271,51
"202401","6","5001 - 6000",4,535,173
"202410","6","2001 - 3000",6,88,34
"202406","2","7001 - 8000",5,146,23
"202412","1","4001 - 5000",1,1493,227
"202401","2","1001 - 2000",6,212,45
"202501","8","9001 - 10000",2,280,35
"202405","6","2001 - 3000",2,127,18
"202406","1","1001 - 2000",3,7515,780
"202408","6","4001 - 5000",5,526,188
"202401","5","6001 - 7000",1,1,1
"202407","7","9001 - 10000",8,183,71
"202411","2","2001 - 3000",3,118,27
"202409","3","4001 - 5000",6,768,232
"202411","3","7001 - 8000",2,1064,349
"202407","3","3001 - 4000",5,835,255
"202405","6","5001 - 6000",2,589,97
General,"4","1001 - 2000",7,3733,1083
"202408","5","4001 - 5000",6,6,2
"202404","6","1001 - 2000",4,52,6
"202405","8","9001 - 10000",3,391,90
"202402","5","7001 - 8000",5,11,3
"202410","7","10000 +",7,308,142
"202402","5","7001 - 8000",4,11,3
"202408","1","7001 - 8000",1,670,54
"202401","1","5001 - 6000",4,333,40
"202408","6","6001 - 7000",7,383,165
"202407","7","10000 +",6,210,95
"202407","4","4001 - 5000",5,1440,572
"202502","6","3001 - 4000",4,137,32
"202412","4","5001 - 6000",8,1234,545
"202410","2","7001 - 8000",2,96,23
"202504","6","2001 - 3000",1,95,3
"202501","2","4001 - 5000",2,40,8
"202403","4","6001 - 7000",2,774,237
"202404","6","7001 - 8000",2,2909,542
"202408","3",   0 - 1000,1,10,0
"202401","4","4001 - 5000",3,1192,390
"202404","2","5001 - 6000",8,48,13
"202410","8","8001 - 9000",1,12,0
"202505","6","2001 - 3000",2,98,11
"202502","5","5001 - 6000",5,4,0
"202404","4","7001 - 8000",4,3681,1318
"202401","4","7001 - 8000",1,3269,463
"202502","6","1001 - 2000",3,26,4
"202403","3","2001 - 3000",3,1120,256
"202410","6","6001 - 7000",3,388,138
"202412","5","3001 - 4000",1,2,0
"202401","5","5001 - 6000",3,1,0
"202408","1","7001 - 8000",3,670,54
"202411","4","4001 - 5000",3,1049,489
"202410","1","4001 - 5000",7,1367,150
"202403","3","6001 - 7000",8,278,102
"202411","6","6001 - 7000",4,412,161
General,"3","4001 - 5000",1,16945,2305
"202407","2",   0 - 1000,2,14,3
"202405","5","7001 - 8000",6,9,3
"202501","2","1001 - 2000",3,128,16
"202408","3","2001 - 3000",1,1021,112
"202409","8","10000 +",4,1343,327
"202503","3","1001 - 2000",3,486,104
"202408","3","5001 - 6000",4,565,215
"202412","5","1001 - 2000",5,1,0
"202401","2","1001 - 2000",5,212,45
"202411","6","1001 - 2000",4,18,2
"202406","3","7001 - 8000",6,746,221
"202404","1","3001 - 4000",2,1986,203
"202401","5","4001 - 5000",2,4,1
"202411","3","6001 - 7000",5,362,156
"202502","2","4001 - 5000",6,36,3
"202407","3","7001 - 8000",8,680,247
"202412","1","7001 - 8000",4,909,138
"202407","5","5001 - 6000",3,4,2
"202409","3",   0 - 1000,4,10,4
General,"2","7001 - 8000",3,1674,310
"202411","6","1001 - 2000",1,18,0
"202402","6","4001 - 5000",8,520,150
General,"6","2001 - 3000",1,2095,121
"202501","4","6001 - 7000",7,397,136
"202401","4","5001 - 6000",1,1010,130
"202501","3",   0 - 1000,5,14,3
"202406","7","9001 - 10000",7,215,64
"202501","5","4001 - 5000",1,6,0
General,"5","7001 - 8000",4,180,61
"202401","2","5001 - 6000",4,22,1
"202501","5","3001 - 4000",2,4,1
"202411","4","1001 - 2000",6,184,74
"202501","2",   0 - 1000,3,12,1
"202404","1","1001 - 2000",2,7380,797
"202402","3","5001 - 6000",1,436,81
"202401","5","5001 - 6000",4,1,0
"202408","6","7001 - 8000",2,2725,551
"202410","2",   0 - 1000,8,6,0
"202401","5","3001 - 4000",2,6,1
"202503","6","4001 - 5000",3,443,99
"202409","1","6001 - 7000",2,191,23
"202408","2","3001 - 4000",4,99,22
"202504","5","7001 - 8000",4,6,5
"202409","3","7001 - 8000",8,774,231
"202411","5","1001 - 2000",1,1,0
"202402","5","1001 - 2000",1,1,0
"202410","1","5001 - 6000",7,726,73
"202410","6","7001 - 8000",5,2749,1142
General,"6",   0 - 1000,5,3,2
"202502","4","6001 - 7000",2,389,106
"202404","4","7001 - 8000",8,3681,1319
"202407","5","7001 - 8000",1,10,4
"202410","1","3001 - 4000",8,2931,318
"202404","3","2001 - 3000",5,1039,225
"202405","6","6001 - 7000",4,347,113
"202504","2",   0 - 1000,3,9,0
"202412","6","4001 - 5000",4,566,187
General,"8","8001 - 9000",6,290,120
"202411","8","7001 - 8000",7,1,1
"202408","3","7001 - 8000",4,786,240
"202502","1",   0 - 1000,2,2992,255
"202407","8","8001 - 9000",1,23,3
"202411","1","1001 - 2000",8,7684,1069
"202409","7","9001 - 10000",4,127,34
"202404","7","10000 +",5,145,38
"202503","8","8001 - 9000",5,47,10
"202412","4","6001 - 7000",7,715,332
"202401","3","2001 - 3000",8,904,205
"202503","2","6001 - 7000",2,7,1
"202402","5","1001 - 2000",7,1,1
"202407","8","9001 - 10000",5,446,201
"202402","1","2001 - 3000",6,4309,524
"202410","4","2001 - 3000",5,585,242
"202501","1","1001 - 2000",7,6989,756
"202502","3","4001 - 5000",6,860,229
General,"2","1001 - 2000",6,2696,477
"202411","2","5001 - 6000",8,25,6
"202410","5","1001 - 2000",4,2,1
"202501","3","2001 - 3000",6,1026,241
"202403","2","4001 - 5000",4,70,9
"202401","1","3001 - 4000",8,1952,249
"202501","5","7001 - 8000",4,10,1
"202405","3","1001 - 2000",3,453,91
"202501","4","5001 - 6000",2,772,191
"202502","3","3001 - 4000",3,768,210
"202407","5","1001 - 2000",2,1,0
"202410","2","2001 - 3000",2,143,23
"202412","7","9001 - 10000",2,214,26
"202504","5","5001 - 6000",4,2,1
"202408","1",   0 - 1000,2,3303,300
"202410","1",   0 - 1000,5,2668,247
"202405","6","4001 - 5000",1,554,33
"202408","3","5001 - 6000",3,565,215
"202501","6","1001 - 2000",3,31,4
"202411","1","3001 - 4000",8,2875,380
"202403","3",   0 - 1000,2,6,2
"202503","2",   0 - 1000,2,6,2
"202409","1","5001 - 6000",6,517,50
"202401","6","4001 - 5000",6,529,151
"202406","6","2001 - 3000",6,124,36
"202505","2","1001 - 2000",3,167,29
"202404","3","6001 - 7000",6,237,89
"202404","2","7001 - 8000",4,151,20
"202504","4","7001 - 8000",3,3085,1008
"202409","2",   0 - 1000,7,15,4
"202410","2","1001 - 2000",5,168,28
"202408","1","1001 - 2000",6,8135,886
"202403","1","2001 - 3000",2,4709,559
"202411","4","2001 - 3000",3,554,205
"202408","1","6001 - 7000",6,191,29
"202407","1","7001 - 8000",7,665,86
"202407","3","4001 - 5000",6,823,246
"202406","4","7001 - 8000",8,3838,1434
"202402","3","3001 - 4000",3,672,182
"202408","2","1001 - 2000",4,205,32
"202402","6","1001 - 2000",2,56,3
"202405","2","5001 - 6000",5,41,3
"202504","6","3001 - 4000",2,242,37
"202401","5","7001 - 8000",6,10,3
"202401","1","2001 - 3000",6,4136,550
"202405","4","7001 - 8000",3,3356,1152
"202409","3","2001 - 3000",6,896,217
"202407","6","4001 - 5000",4,573,184
General,"4","6001 - 7000",7,8999,3838
"202503","1","6001 - 7000",4,252,18
"202404","1","3001 - 4000",5,1986,203
"202405","2","2001 - 3000",8,176,28
"202407","2",   0 - 1000,1,14,2
"202402","5","1001 - 2000",8,1,1
"202504","6","6001 - 7000",3,277,89
"202407","4","2001 - 3000",5,916,299
"202405","3","1001 - 2000",5,453,92
"202507","2","3001 - 4000",1,135,3
"202407","4","3001 - 4000",2,1430,357
"202502","4",   0 - 1000,4,3,1
"202506","2","4001 - 5000",1,39,1
"202503","6","2001 - 3000",3,83,16
"202411","4","4001 - 5000",6,1049,520
"202403","6","5001 - 6000",8,629,223
"202412","4",   0 - 1000,8,3,1
"202505","3",   0 - 1000,1,17,2
"202402","7","9001 - 10000",6,175,55
"202411","3","4001 - 5000",6,1060,353
"202409","6","1001 - 2000",3,36,2
"202403","4","2001 - 3000",1,939,70
"202402","5","7001 - 8000",2,11,1
"202408","2","3001 - 4000",2,99,22
"202404","3","4001 - 5000",3,738,194
"202407","4","2001 - 3000",8,916,299
"202402","3","4001 - 5000",1,697,93
"202403","3","4001 - 5000",1,879,132
"202411","7","10000 +",8,386,141
"202405","3","1001 - 2000",1,453,38
"202405","3","2001 - 3000",1,945,91
"202405","6","5001 - 6000",3,589,149
"202409","1","7001 - 8000",8,636,63
"202408","5","3001 - 4000",4,4,0
"202408","5","6001 - 7000",4,4,1
"202409","1","5001 - 6000",8,517,50
"202411","3","4001 - 5000",7,1060,353
"202412","8","7001 - 8000",7,1,0
"202411","4","7001 - 8000",6,3678,1822
"202402","1","2001 - 3000",7,4309,524
"202403","3","7001 - 8000",6,798,218
"202403","4","5001 - 6000",8,1300,480
"202405","1","7001 - 8000",1,599,65
"202402","2","2001 - 3000",3,166,32
"202403","4","1001 - 2000",1,343,34
"202401","2","5001 - 6000",7,22,1
"202504","6","5001 - 6000",2,487,73
"202410","1","6001 - 7000",6,286,36
General,"5","1001 - 2000",1,26,0
"202410","4","3001 - 4000",8,1083,467
"202502","1","6001 - 7000",1,267,27
"202412","1","3001 - 4000",8,2982,490
"202406","4","3001 - 4000",8,1297,433
"202409","7","8001 - 9000",3,1,0
"202507","3","7001 - 8000",1,833,47
"202505","1","2001 - 3000",2,5214,525
"202405","1","3001 - 4000",8,2297,289
"202502","8","9001 - 10000",3,225,47
"202403","1",   0 - 1000,7,3088,310
"202405","5","1001 - 2000",8,3,1
General,"2",   0 - 1000,8,160,37
"202401","1","3001 - 4000",2,1952,249
"202404","7","8001 - 9000",2,2,0
"202404","6","2001 - 3000",2,144,22
"202410","2","7001 - 8000",3,96,23
"202410","7","10000 +",1,308,18
"202405","1","6001 - 7000",7,206,27
"202409","6","10000 +",1,1,0
"202501","3","1001 - 2000",1,418,33
"202405","3","7001 - 8000",3,730,223
"202409","6","3001 - 4000",4,222,63
"202502","2","4001 - 5000",3,36,3
"202401","1",   0 - 1000,8,2807,352
General,"3","7001 - 8000",6,11764,3662
"202411","4","2001 - 3000",2,554,163
"202404","1","7001 - 8000",2,570,53
General,"2","4001 - 5000",6,844,158
"202406","5","4001 - 5000",7,8,3
"202411","4",   0 - 1000,6,6,3
"202404","4","6001 - 7000",4,689,278
"202403","6","1001 - 2000",3,57,8
"202406","1","6001 - 7000",6,181,23
"202402","3","3001 - 4000",4,672,182
"202407","4","4001 - 5000",6,1440,572
"202505","6","4001 - 5000",2,481,91
"202408","2",   0 - 1000,3,12,1
"202503","3","1001 - 2000",5,486,104
"202404","6","4001 - 5000",7,553,154
"202401","7","10000 +",6,42,10
"202401","2","1001 - 2000",8,212,45
"202406","6","5001 - 6000",3,618,146
General,"1","7001 - 8000",1,13315,1354
"202407","4","7001 - 8000",6,3736,1597
"202404","1",   0 - 1000,1,3031,263
"202406","2","6001 - 7000",1,19,4
"202503","8","10000 +",2,2255,276
"202501","3","7001 - 8000",1,906,156
"202501","8","10000 +",7,1774,553
"202402","6","5001 - 6000",6,512,176
"202402","3","7001 - 8000",2,639,158
"202410","5","3001 - 4000",4,3,2
"202405","3","3001 - 4000",2,766,159
"202402","7","9001 - 10000",2,175,25
"202404","8","10000 +",6,1124,364
"202408","4","5001 - 6000",2,1252,337
"202404","1","5001 - 6000",7,364,34
"202501","5","2001 - 3000",1,3,1
"202405","3",   0 - 1000,3,13,2
"202402","2","3001 - 4000",1,110,14
"202507","1","3001 - 4000",1,2095,355
"202502","1","4001 - 5000",2,1304,136
"202407","5","7001 - 8000",2,10,5
"202410","2",   0 - 1000,6,6,0
"202406","5","7001 - 8000",8,12,4
"202405","1",   0 - 1000,8,3195,353
"202411","1","2001 - 3000",7,6000,858
"202405","8","9001 - 10000",4,391,104
"202505","6","2001 - 3000",3,98,12
"202405","2",   0 - 1000,6,24,7
"202403","8","9001 - 10000",5,517,160
"202503","2","7001 - 8000",1,74,6
General,"6","5001 - 6000",1,10174,912
"202401","7","9001 - 10000",4,160,37
"202410","7","10000 +",8,308,142
"202406","1","7001 - 8000",7,653,53
"202501","3","7001 - 8000",5,906,263
"202409","8","9001 - 10000",3,287,56
"202506","6","1001 - 2000",2,37,2
"202401","4","3001 - 4000",3,1076,309
"202410","6","6001 - 7000",6,388,180
"202502","5","3001 - 4000",4,2,1
"202404","2","6001 - 7000",8,20,1
"202412","3","4001 - 5000",6,1263,437
"202502","5","4001 - 5000",3,6,2
"202401","3","3001 - 4000",3,691,204
"202407","4",   0 - 1000,8,12,5
"202411","5","4001 - 5000",7,5,1
"202501","6","2001 - 3000",6,75,23
"202411","7","9001 - 10000",1,167,13
